       x:             u(x):          v(x):          v_special         RelativeError
     0.11988012     0.57856982     0.57856501     0.57856501     -5.0800516
     0.12087912     0.58056841     0.58056358     0.58056358     -5.0800516
     0.12187812     0.58253720     0.58253236     0.58253236     -5.0800516
     0.12287712     0.58447650     0.58447164     0.58447164     -5.0800516
     0.12387612     0.58638658     0.58638171     0.58638171     -5.0800516
     0.12487512     0.58826775     0.58826286     0.58826286     -5.0800516
     0.12587413     0.59012029     0.59011538     0.59011538     -5.0800516
     0.12687313     0.59194449     0.59193956     0.59193956     -5.0800516
     0.12787213     0.59374062     0.59373568     0.59373568     -5.0800516
     0.12887113     0.59550897     0.59550401     0.59550401     -5.0800516
     0.12987013     0.59724981     0.59724484     0.59724484     -5.0800516
     0.13086913     0.59896341     0.59895843     0.59895843     -5.0800516
     0.13186813     0.60065005     0.60064506     0.60064506     -5.0800516
     0.13286713     0.60231000     0.60230499     0.60230499     -5.0800516
     0.13386613     0.60394352     0.60393849     0.60393849     -5.0800516
     0.13486513     0.60555087     0.60554583     0.60554583     -5.0800516
     0.13586414     0.60713231     0.60712726     0.60712726     -5.0800516
     0.13686314     0.60868810     0.60868304     0.60868304     -5.0800516
     0.13786214     0.61021850     0.61021342     0.61021342     -5.0800516
     0.13886114     0.61172375     0.61171866     0.61171866     -5.0800516
     0.13986014     0.61320411     0.61319901     0.61319901     -5.0800516
     0.14085914     0.61465983     0.61465472     0.61465472     -5.0800516
     0.14185814     0.61609115     0.61608602     0.61608602     -5.0800516
     0.14285714     0.61749831     0.61749317     0.61749317     -5.0800516
     0.14385614     0.61888155     0.61887640     0.61887640     -5.0800516
     0.14485514     0.62024111     0.62023595     0.62023595     -5.0800516
     0.14585415     0.62157723     0.62157206     0.62157206     -5.0800516
     0.14685315     0.62289013     0.62288495     0.62288495     -5.0800516
     0.14785215     0.62418006     0.62417487     0.62417487     -5.0800516
     0.14885115     0.62544723     0.62544203     0.62544203     -5.0800516
     0.14985015     0.62669188     0.62668667     0.62668667     -5.0800516
     0.15084915     0.62791423     0.62790901     0.62790901     -5.0800516
     0.15184815     0.62911449     0.62910926     0.62910926     -5.0800516
     0.15284715     0.63029290     0.63028766     0.63028766     -5.0800516
     0.15384615     0.63144966     0.63144441     0.63144441     -5.0800516
     0.15484515     0.63258499     0.63257973     0.63257973     -5.0800516
     0.15584416     0.63369911     0.63369384     0.63369384     -5.0800516
     0.15684316     0.63479222     0.63478694     0.63478694     -5.0800516
     0.15784216     0.63586454     0.63585925     0.63585925     -5.0800516
     0.15884116     0.63691627     0.63691097     0.63691097     -5.0800516
     0.15984016     0.63794761     0.63794230     0.63794230     -5.0800516
     0.16083916     0.63895877     0.63895346     0.63895346     -5.0800516
     0.16183816     0.63994995     0.63994463     0.63994463     -5.0800516
     0.16283716     0.64092135     0.64091602     0.64091602     -5.0800516
     0.16383616     0.64187316     0.64186782     0.64186782     -5.0800516
     0.16483516     0.64280558     0.64280024     0.64280024     -5.0800516
     0.16583417     0.64371881     0.64371345     0.64371345     -5.0800516
     0.16683317     0.64461302     0.64460766     0.64460766     -5.0800516
     0.16783217     0.64548842     0.64548305     0.64548305     -5.0800516
     0.16883117     0.64634518     0.64633981     0.64633981     -5.0800516
     0.16983017     0.64718350     0.64717812     0.64717812     -5.0800516
     0.17082917     0.64800356     0.64799817     0.64799817     -5.0800516
     0.17182817     0.64880553     0.64880013     0.64880013     -5.0800516
     0.17282717     0.64958960     0.64958420     0.64958420     -5.0800516
     0.17382617     0.65035595     0.65035054     0.65035054     -5.0800516
     0.17482517     0.65110475     0.65109934     0.65109934     -5.0800516
     0.17582418     0.65183618     0.65183076     0.65183076     -5.0800516
     0.17682318     0.65255041     0.65254498     0.65254498     -5.0800516
     0.17782218     0.65324761     0.65324217     0.65324217     -5.0800516
     0.17882118     0.65392794     0.65392250     0.65392250     -5.0800516
     0.17982018     0.65459159     0.65458614     0.65458614     -5.0800516
     0.18081918     0.65523871     0.65523326     0.65523326     -5.0800516
     0.18181818     0.65586946     0.65586401     0.65586401     -5.0800516
     0.18281718     0.65648402     0.65647856     0.65647856     -5.0800516
     0.18381618     0.65708253     0.65707707     0.65707707     -5.0800516
     0.18481518     0.65766517     0.65765970     0.65765970     -5.0800516
     0.18581419     0.65823209     0.65822661     0.65822661     -5.0800516
     0.18681319     0.65878344     0.65877796     0.65877796     -5.0800516
     0.18781219     0.65931938     0.65931390     0.65931390     -5.0800516
     0.18881119     0.65984006     0.65983458     0.65983458     -5.0800516
     0.18981019     0.66034564     0.66034015     0.66034015     -5.0800516
     0.19080919     0.66083626     0.66083077     0.66083077     -5.0800516
     0.19180819     0.66131208     0.66130658     0.66130658     -5.0800516
     0.19280719     0.66177324     0.66176773     0.66176773     -5.0800516
     0.19380619     0.66221988     0.66221437     0.66221437     -5.0800516
     0.19480519     0.66265215     0.66264664     0.66264664     -5.0800516
     0.19580420     0.66307020     0.66306468     0.66306468     -5.0800516
     0.19680320     0.66347416     0.66346864     0.66346864     -5.0800516
     0.19780220     0.66386417     0.66385865     0.66385865     -5.0800516
     0.19880120     0.66424038     0.66423485     0.66423485     -5.0800516
     0.19980020     0.66460292     0.66459739     0.66459739     -5.0800516
     0.20079920     0.66495192     0.66494639     0.66494639     -5.0800516
     0.20179820     0.66528753     0.66528200     0.66528200     -5.0800516
     0.20279720     0.66560987     0.66560433     0.66560433     -5.0800516
     0.20379620     0.66591907     0.66591354     0.66591354     -5.0800516
     0.20479520     0.66621528     0.66620974     0.66620974     -5.0800516
     0.20579421     0.66649860     0.66649306     0.66649306     -5.0800516
     0.20679321     0.66676919     0.66676364     0.66676364     -5.0800516
     0.20779221     0.66702715     0.66702160     0.66702160     -5.0800516
     0.20879121     0.66727262     0.66726707     0.66726707     -5.0800516
     0.20979021     0.66750572     0.66750016     0.66750016     -5.0800516
     0.21078921     0.66772657     0.66772101     0.66772101     -5.0800516
     0.21178821     0.66793529     0.66792974     0.66792974     -5.0800516
     0.21278721     0.66813201     0.66812646     0.66812646     -5.0800516
     0.21378621     0.66831685     0.66831129     0.66831129     -5.0800516
     0.21478521     0.66848992     0.66848436     0.66848436     -5.0800516
     0.21578422     0.66865134     0.66864578     0.66864578     -5.0800516
     0.21678322     0.66880122     0.66879566     0.66879566     -5.0800516
     0.21778222     0.66893969     0.66893412     0.66893412     -5.0800516
     0.21878122     0.66906684     0.66906128     0.66906128     -5.0800516
     0.21978022     0.66918281     0.66917724     0.66917724     -5.0800516
     0.22077922     0.66928769     0.66928212     0.66928212     -5.0800516
     0.22177822     0.66938160     0.66937603     0.66937603     -5.0800516
     0.22277722     0.66946465     0.66945908     0.66945908     -5.0800516
     0.22377622     0.66953694     0.66953137     0.66953137     -5.0800516
     0.22477522     0.66959858     0.66959301     0.66959301     -5.0800516
     0.22577423     0.66964968     0.66964411     0.66964411     -5.0800516
     0.22677323     0.66969034     0.66968477     0.66968477     -5.0800516
     0.22777223     0.66972067     0.66971510     0.66971510     -5.0800516
     0.22877123     0.66974076     0.66973519     0.66973519     -5.0800516
     0.22977023     0.66975073     0.66974516     0.66974516     -5.0800516
     0.23076923     0.66975067     0.66974510     0.66974510     -5.0800516
     0.23176823     0.66974067     0.66973510     0.66973510     -5.0800516
     0.23276723     0.66972085     0.66971528     0.66971528     -5.0800516
     0.23376623     0.66969130     0.66968573     0.66968573     -5.0800516
     0.23476523     0.66965210     0.66964654     0.66964654     -5.0800516
     0.23576424     0.66960337     0.66959780     0.66959780     -5.0800516
     0.23676324     0.66954520     0.66953963     0.66953963     -5.0800516
     0.23776224     0.66947767     0.66947210     0.66947210     -5.0800516
     0.23876124     0.66940088     0.66939531     0.66939531     -5.0800516
     0.23976024     0.66931493     0.66930936     0.66930936     -5.0800516
     0.24075924     0.66921990     0.66921433     0.66921433     -5.0800516
     0.24175824     0.66911588     0.66911032     0.66911032     -5.0800516
     0.24275724     0.66900297     0.66899741     0.66899741     -5.0800516
     0.24375624     0.66888125     0.66887569     0.66887569     -5.0800516
     0.24475524     0.66875081     0.66874525     0.66874525     -5.0800516
     0.24575425     0.66861174     0.66860618     0.66860618     -5.0800516
     0.24675325     0.66846412     0.66845856     0.66845856     -5.0800516
     0.24775225     0.66830804     0.66830248     0.66830248     -5.0800516
     0.24875125     0.66814358     0.66813802     0.66813802     -5.0800516
     0.24975025     0.66797083     0.66796527     0.66796527     -5.0800516
     0.25074925     0.66778986     0.66778431     0.66778431     -5.0800516
     0.25174825     0.66760076     0.66759521     0.66759521     -5.0800516
     0.25274725     0.66740361     0.66739806     0.66739806     -5.0800516
     0.25374625     0.66719849     0.66719294     0.66719294     -5.0800516
     0.25474525     0.66698548     0.66697993     0.66697993     -5.0800516
     0.25574426     0.66676466     0.66675911     0.66675911     -5.0800516
     0.25674326     0.66653610     0.66653056     0.66653056     -5.0800516
     0.25774226     0.66629989     0.66629434     0.66629434     -5.0800516
     0.25874126     0.66605609     0.66605055     0.66605055     -5.0800516
     0.25974026     0.66580479     0.66579925     0.66579925     -5.0800516
     0.26073926     0.66554605     0.66554051     0.66554051     -5.0800516
     0.26173826     0.66527996     0.66527442     0.66527442     -5.0800516
     0.26273726     0.66500658     0.66500105     0.66500105     -5.0800516
     0.26373626     0.66472599     0.66472046     0.66472046     -5.0800516
     0.26473526     0.66443825     0.66443273     0.66443273     -5.0800516
     0.26573427     0.66414345     0.66413793     0.66413793     -5.0800516
     0.26673327     0.66384165     0.66383613     0.66383613     -5.0800516
     0.26773227     0.66353292     0.66352740     0.66352740     -5.0800516
     0.26873127     0.66321733     0.66321181     0.66321181     -5.0800516
     0.26973027     0.66289494     0.66288943     0.66288943     -5.0800516
     0.27072927     0.66256583     0.66256032     0.66256032     -5.0800516
     0.27172827     0.66223007     0.66222456     0.66222456     -5.0800516
     0.27272727     0.66188771     0.66188220     0.66188220     -5.0800516
     0.27372627     0.66153882     0.66153332     0.66153332     -5.0800516
     0.27472527     0.66118347     0.66117797     0.66117797     -5.0800516
     0.27572428     0.66082172     0.66081623     0.66081623     -5.0800516
     0.27672328     0.66045364     0.66044815     0.66044815     -5.0800516
     0.27772228     0.66007929     0.66007380     0.66007380     -5.0800516
     0.27872128     0.65969873     0.65969324     0.65969324     -5.0800516
     0.27972028     0.65931202     0.65930654     0.65930654     -5.0800516
     0.28071928     0.65891923     0.65891375     0.65891375     -5.0800516
     0.28171828     0.65852041     0.65851493     0.65851493     -5.0800516
     0.28271728     0.65811562     0.65811015     0.65811015     -5.0800516
     0.28371628     0.65770493     0.65769946     0.65769946     -5.0800516
     0.28471528     0.65728839     0.65728293     0.65728293     -5.0800516
     0.28571429     0.65686607     0.65686060     0.65686060     -5.0800516
     0.28671329     0.65643801     0.65643255     0.65643255     -5.0800516
     0.28771229     0.65600427     0.65599882     0.65599882     -5.0800516
     0.28871129     0.65556492     0.65555947     0.65555947     -5.0800516
     0.28971029     0.65512000     0.65511456     0.65511456     -5.0800516
     0.29070929     0.65466958     0.65466414     0.65466414     -5.0800516
     0.29170829     0.65421371     0.65420826     0.65420826     -5.0800516
     0.29270729     0.65375243     0.65374700     0.65374700     -5.0800516
     0.29370629     0.65328581     0.65328038     0.65328038     -5.0800516
     0.29470529     0.65281390     0.65280847     0.65280847     -5.0800516
     0.29570430     0.65233675     0.65233133     0.65233133     -5.0800516
     0.29670330     0.65185442     0.65184900     0.65184900     -5.0800516
     0.29770230     0.65136695     0.65136153     0.65136153     -5.0800516
     0.29870130     0.65087439     0.65086898     0.65086898     -5.0800516
     0.29970030     0.65037680     0.65037139     0.65037139     -5.0800516
     0.30069930     0.64987423     0.64986882     0.64986882     -5.0800516
     0.30169830     0.64936672     0.64936132     0.64936132     -5.0800516
     0.30269730     0.64885433     0.64884893     0.64884893     -5.0800516
     0.30369630     0.64833710     0.64833171     0.64833171     -5.0800516
     0.30469530     0.64781508     0.64780970     0.64780970     -5.0800516
     0.30569431     0.64728833     0.64728294     0.64728294     -5.0800516
     0.30669331     0.64675687     0.64675149     0.64675149     -5.0800516
     0.30769231     0.64622077     0.64621540     0.64621540     -5.0800516
     0.30869131     0.64568007     0.64567470     0.64567470     -5.0800516
     0.30969031     0.64513482     0.64512945     0.64512945     -5.0800516
     0.31068931     0.64458505     0.64457969     0.64457969     -5.0800516
     0.31168831     0.64403082     0.64402547     0.64402547     -5.0800516
     0.31268731     0.64347217     0.64346682     0.64346682     -5.0800516
     0.31368631     0.64290914     0.64290380     0.64290380     -5.0800516
     0.31468531     0.64234178     0.64233644     0.64233644     -5.0800516
     0.31568432     0.64177013     0.64176479     0.64176479     -5.0800516
     0.31668332     0.64119423     0.64118890     0.64118890     -5.0800516
     0.31768232     0.64061413     0.64060880     0.64060880     -5.0800516
     0.31868132     0.64002986     0.64002454     0.64002454     -5.0800516
     0.31968032     0.63944147     0.63943615     0.63943615     -5.0800516
     0.32067932     0.63884900     0.63884369     0.63884369     -5.0800516
     0.32167832     0.63825249     0.63824718     0.63824718     -5.0800516
     0.32267732     0.63765198     0.63764668     0.63764668     -5.0800516
     0.32367632     0.63704751     0.63704221     0.63704221     -5.0800516
     0.32467532     0.63643911     0.63643382     0.63643382     -5.0800516
     0.32567433     0.63582684     0.63582155     0.63582155     -5.0800516
     0.32667333     0.63521072     0.63520543     0.63520543     -5.0800516
     0.32767233     0.63459079     0.63458551     0.63458551     -5.0800516
     0.32867133     0.63396710     0.63396183     0.63396183     -5.0800516
     0.32967033     0.63333968     0.63333441     0.63333441     -5.0800516
     0.33066933     0.63270856     0.63270330     0.63270330     -5.0800516
     0.33166833     0.63207379     0.63206853     0.63206853     -5.0800516
     0.33266733     0.63143540     0.63143014     0.63143014     -5.0800516
     0.33366633     0.63079342     0.63078817     0.63078817     -5.0800516
     0.33466533     0.63014789     0.63014265     0.63014265     -5.0800516
     0.33566434     0.62949885     0.62949362     0.62949362     -5.0800516
     0.33666334     0.62884634     0.62884111     0.62884111     -5.0800516
     0.33766234     0.62819038     0.62818515     0.62818515     -5.0800516
     0.33866134     0.62753101     0.62752579     0.62752579     -5.0800516
     0.33966034     0.62686826     0.62686305     0.62686305     -5.0800516
     0.34065934     0.62620218     0.62619697     0.62619697     -5.0800516
     0.34165834     0.62553278     0.62552758     0.62552758     -5.0800516
     0.34265734     0.62486011     0.62485491     0.62485491     -5.0800516
     0.34365634     0.62418419     0.62417900     0.62417900     -5.0800516
     0.34465534     0.62350506     0.62349988     0.62349988     -5.0800516
     0.34565435     0.62282276     0.62281758     0.62281758     -5.0800516
     0.34665335     0.62213731     0.62213213     0.62213213     -5.0800516
     0.34765235     0.62144874     0.62144357     0.62144357     -5.0800516
     0.34865135     0.62075708     0.62075192     0.62075192     -5.0800516
     0.34965035     0.62006237     0.62005721     0.62005721     -5.0800516
     0.35064935     0.61936464     0.61935949     0.61935949     -5.0800516
     0.35164835     0.61866391     0.61865876     0.61865876     -5.0800516
     0.35264735     0.61796022     0.61795508     0.61795508     -5.0800516
     0.35364635     0.61725359     0.61724846     0.61724846     -5.0800516
     0.35464535     0.61654406     0.61653893     0.61653893     -5.0800516
     0.35564436     0.61583164     0.61582652     0.61582652     -5.0800516
     0.35664336     0.61511639     0.61511127     0.61511127     -5.0800516
     0.35764236     0.61439831     0.61439320     0.61439320     -5.0800516
     0.35864136     0.61367744     0.61367233     0.61367233     -5.0800516
     0.35964036     0.61295380     0.61294870     0.61294870     -5.0800516
     0.36063936     0.61222743     0.61222234     0.61222234     -5.0800516
     0.36163836     0.61149835     0.61149326     0.61149326     -5.0800516
     0.36263736     0.61076658     0.61076150     0.61076150     -5.0800516
     0.36363636     0.61003216     0.61002709     0.61002709     -5.0800516
     0.36463536     0.60929512     0.60929005     0.60929005     -5.0800516
     0.36563437     0.60855546     0.60855040     0.60855040     -5.0800516
     0.36663337     0.60781323     0.60780818     0.60780818     -5.0800516
     0.36763237     0.60706845     0.60706340     0.60706340     -5.0800516
     0.36863137     0.60632114     0.60631610     0.60631610     -5.0800516
     0.36963037     0.60557133     0.60556629     0.60556629     -5.0800516
     0.37062937     0.60481904     0.60481401     0.60481401     -5.0800516
     0.37162837     0.60406430     0.60405928     0.60405928     -5.0800516
     0.37262737     0.60330714     0.60330212     0.60330212     -5.0800516
     0.37362637     0.60254757     0.60254256     0.60254256     -5.0800516
     0.37462537     0.60178562     0.60178061     0.60178061     -5.0800516
     0.37562438     0.60102131     0.60101631     0.60101631     -5.0800516
     0.37662338     0.60025468     0.60024968     0.60024968     -5.0800516
     0.37762238     0.59948573     0.59948074     0.59948074     -5.0800516
     0.37862138     0.59871449     0.59870952     0.59870952     -5.0800516
     0.37962038     0.59794100     0.59793602     0.59793602     -5.0800516
     0.38061938     0.59716526     0.59716029     0.59716029     -5.0800516
     0.38161838     0.59638730     0.59638234     0.59638234     -5.0800516
     0.38261738     0.59560715     0.59560220     0.59560220     -5.0800516
     0.38361638     0.59482482     0.59481987     0.59481987     -5.0800516
     0.38461538     0.59404034     0.59403540     0.59403540     -5.0800516
     0.38561439     0.59325372     0.59324879     0.59324879     -5.0800516
     0.38661339     0.59246500     0.59246007     0.59246007     -5.0800516
     0.38761239     0.59167418     0.59166926     0.59166926     -5.0800516
     0.38861139     0.59088130     0.59087639     0.59087639     -5.0800516
     0.38961039     0.59008637     0.59008146     0.59008146     -5.0800516
     0.39060939     0.58928941     0.58928451     0.58928451     -5.0800516
     0.39160839     0.58849044     0.58848555     0.58848555     -5.0800516
     0.39260739     0.58768949     0.58768460     0.58768460     -5.0800516
     0.39360639     0.58688656     0.58688168     0.58688168     -5.0800516
     0.39460539     0.58608169     0.58607681     0.58607681     -5.0800516
     0.39560440     0.58527489     0.58527002     0.58527002     -5.0800516
     0.39660340     0.58446617     0.58446131     0.58446131     -5.0800516
     0.39760240     0.58365557     0.58365072     0.58365072     -5.0800516
     0.39860140     0.58284310     0.58283825     0.58283825     -5.0800516
     0.39960040     0.58202877     0.58202393     0.58202393     -5.0800516
     0.40059940     0.58121260     0.58120777     0.58120777     -5.0800516
     0.40159840     0.58039462     0.58038980     0.58038980     -5.0800516
     0.40259740     0.57957484     0.57957002     0.57957002     -5.0800516
     0.40359640     0.57875328     0.57874847     0.57874847     -5.0800516
     0.40459540     0.57792996     0.57792515     0.57792515     -5.0800516
     0.40559441     0.57710489     0.57710009     0.57710009     -5.0800516
     0.40659341     0.57627809     0.57627329     0.57627329     -5.0800516
     0.40759241     0.57544958     0.57544479     0.57544479     -5.0800516
     0.40859141     0.57461937     0.57461459     0.57461459     -5.0800516
     0.40959041     0.57378749     0.57378272     0.57378272     -5.0800516
     0.41058941     0.57295395     0.57294918     0.57294918     -5.0800516
     0.41158841     0.57211876     0.57211400     0.57211400     -5.0800516
     0.41258741     0.57128195     0.57127720     0.57127720     -5.0800516
     0.41358641     0.57044352     0.57043878     0.57043878     -5.0800516
     0.41458541     0.56960350     0.56959876     0.56959876     -5.0800516
     0.41558442     0.56876190     0.56875717     0.56875717     -5.0800516
     0.41658342     0.56791873     0.56791401     0.56791401     -5.0800516
     0.41758242     0.56707402     0.56706930     0.56706930     -5.0800516
     0.41858142     0.56622777     0.56622306     0.56622306     -5.0800516
     0.41958042     0.56538000     0.56537530     0.56537530     -5.0800516
     0.42057942     0.56453073     0.56452604     0.56452604     -5.0800516
     0.42157842     0.56367998     0.56367529     0.56367529     -5.0800516
     0.42257742     0.56282775     0.56282307     0.56282307     -5.0800516
     0.42357642     0.56197406     0.56196938     0.56196938     -5.0800516
     0.42457542     0.56111893     0.56111426     0.56111426     -5.0800516
     0.42557443     0.56026236     0.56025770     0.56025770     -5.0800516
     0.42657343     0.55940439     0.55939973     0.55939973     -5.0800516
     0.42757243     0.55854501     0.55854036     0.55854036     -5.0800516
     0.42857143     0.55768424     0.55767960     0.55767960     -5.0800516
     0.42957043     0.55682210     0.55681747     0.55681747     -5.0800516
     0.43056943     0.55595860     0.55595398     0.55595398     -5.0800516
     0.43156843     0.55509376     0.55508914     0.55508914     -5.0800516
     0.43256743     0.55422758     0.55422297     0.55422297     -5.0800516
     0.43356643     0.55336008     0.55335548     0.55335548     -5.0800516
